Date,Bitcoin.tone,Bitcoin.vol,Ethereum.tone,Ethereum.vol
2018-02-06 00:00:00,-1.4581,0.7469,-1.2513,0.5554
2018-02-07 00:00:00,-1.0256,0.6095,-0.8861,0.5066
2018-02-08 00:00:00,-0.6402,0.5912,-0.5286,0.4929
2018-02-09 00:00:00,-1.0807,0.564,-1.0303,0.47
2018-02-10 00:00:00,-1.1897,0.3599,-1.0223,0.2627
2018-02-11 00:00:00,-0.7774,0.4233,-0.7782,0.3672
2018-02-12 00:00:00,-0.8361,0.5625,-0.6428,0.4787
2018-02-13 00:00:00,-0.5203,0.5034,-0.4207,0.4292
2018-02-14 00:00:00,-0.4884,0.5783,-0.5818,0.483
2018-02-15 00:00:00,-1.2417,0.7351,-1.2898,0.6301
2018-02-16 00:00:00,-0.9984,0.6296,-0.8551,0.5248
2018-02-17 00:00:00,-2.4067,0.4818,-1.7974,0.3778
2018-02-18 00:00:00,-1.8842,0.4312,-2.0055,0.3874
2018-02-19 00:00:00,-0.7338,0.4961,-0.7513,0.4393
2018-02-20 00:00:00,-0.9756,0.6294,-1.0027,0.5425
2018-02-21 00:00:00,-0.8479,0.6163,-0.7344,0.5227
2018-02-22 00:00:00,-0.7181,0.5412,-0.5893,0.4871
2018-02-23 00:00:00,-0.6905,0.5047,-0.6937,0.4465
2018-02-24 00:00:00,-1.5935,0.3664,-1.4752,0.2969
2018-02-25 00:00:00,-0.999,0.2778,-0.9149,0.2427
2018-02-26 00:00:00,-0.5147,0.5226,-0.4813,0.4569
2018-02-27 00:00:00,-0.7412,0.5742,-0.6441,0.4461
2018-02-28 00:00:00,-0.8781,0.5319,-0.7707,0.446
2018-03-01 00:00:00,-0.7652,0.4933,-0.65,0.4211
2018-03-02 00:00:00,-1.3196,0.5862,-1.4417,0.461
2018-03-03 00:00:00,-0.9282,0.3984,-0.8803,0.3305
2018-03-04 00:00:00,-0.3862,0.3537,-0.2132,0.31
2018-03-05 00:00:00,-0.6769,0.6184,-0.6223,0.5649
2018-03-06 00:00:00,-0.8193,0.5256,-0.7567,0.4511
2018-03-07 00:00:00,-0.8145,0.4808,-0.6904,0.4174
2018-03-08 00:00:00,-0.7417,0.5453,-0.6938,0.4591
2018-03-09 00:00:00,-0.6076,0.5251,-0.6409,0.4408
2018-03-10 00:00:00,-0.8212,0.3002,-0.8737,0.2634
2018-03-11 00:00:00,-0.6238,0.3016,-0.8203,0.2548
2018-03-12 00:00:00,-0.7689,0.4961,-0.7284,0.425
2018-03-13 00:00:00,-0.7728,0.5008,-0.7436,0.4388
2018-03-14 00:00:00,-0.8608,0.505,-0.7478,0.4217
2018-03-15 00:00:00,-1.0279,0.5031,-0.9438,0.4324
2018-03-16 00:00:00,-0.907,0.5269,-0.9169,0.451
2018-03-17 00:00:00,-0.5225,0.3112,-0.4732,0.2748
2018-03-18 00:00:00,-0.7145,0.3959,-0.8421,0.3286
2018-03-19 00:00:00,-1.0489,0.6176,-1.0586,0.5217
2018-03-20 00:00:00,-1.0383,0.4914,-1.0831,0.4308
2018-03-21 00:00:00,-0.5549,0.4584,-0.5339,0.3832
2018-03-22 00:00:00,-0.8101,0.5938,-0.8593,0.5372
2018-03-23 00:00:00,-1.3371,0.6813,-1.4154,0.587
2018-03-24 00:00:00,-1.1945,0.4071,-1.298,0.3563
2018-03-25 00:00:00,-0.9941,0.4415,-1.1776,0.3905
2018-03-26 00:00:00,-1.164,0.5811,-1.209,0.5414
2018-03-27 00:00:00,-0.8859,0.4699,-0.9157,0.4632
2018-03-28 00:00:00,-0.7488,0.5539,-0.7312,0.5181
2018-03-29 00:00:00,-0.6033,0.5127,-0.4692,0.4306
2018-03-30 00:00:00,-0.7997,0.3379,-0.449,0.2666
2018-03-31 00:00:00,-0.4841,0.352,-0.5027,0.3057
2018-04-01 00:00:00,-0.5617,0.3679,-0.3985,0.2947
2018-04-02 00:00:00,-0.5749,0.4144,-0.4683,0.3614
2018-04-03 00:00:00,-1.0796,0.4881,-1.0428,0.4453
2018-04-04 00:00:00,-0.8739,0.4008,-0.8335,0.3623
2018-04-05 00:00:00,-1.3473,0.517,-1.3055,0.4707
2018-04-06 00:00:00,-1.069,0.4753,-0.9308,0.4205
2018-04-07 00:00:00,-1.1938,0.3121,-1.1695,0.2857
2018-04-08 00:00:00,-0.5421,0.3017,-0.4393,0.2745
2018-04-09 00:00:00,-1.1856,0.5162,-1.19,0.456
2018-04-10 00:00:00,-1.4352,0.4812,-1.3653,0.4309
2018-04-11 00:00:00,-0.8485,0.4692,-0.8354,0.4304
2018-04-12 00:00:00,-0.9508,0.5164,-0.9652,0.4664
2018-04-13 00:00:00,-0.8139,0.5317,-0.746,0.4761
2018-04-14 00:00:00,-0.7706,0.3603,-0.7215,0.3216
2018-04-15 00:00:00,-1.033,0.3274,-1.0317,0.2886
2018-04-16 00:00:00,-0.8522,0.5582,-0.8648,0.5192
2018-04-17 00:00:00,-1.1357,0.6897,-1.0691,0.6379
2018-04-18 00:00:00,-0.8797,0.6748,-0.7099,0.6066
2018-04-19 00:00:00,-0.9626,0.6544,-0.9352,0.5994
2018-04-20 00:00:00,-1.5518,0.6897,-1.6215,0.6409
2018-04-21 00:00:00,-1.0484,0.3751,-1.0678,0.3463
2018-04-22 00:00:00,-1.0012,0.317,-0.9403,0.286
2018-04-23 00:00:00,-0.7482,0.631,-0.5545,0.563
2018-04-24 00:00:00,-0.5439,0.559,-0.4898,0.4719
2018-04-25 00:00:00,-0.3623,0.5382,-0.3167,0.4737
2018-04-26 00:00:00,-0.3457,0.5359,-0.3184,0.5051
2018-04-27 00:00:00,-0.4713,0.4819,-0.4575,0.4502
2018-04-28 00:00:00,-0.4706,0.2509,-0.6215,0.2005
2018-04-29 00:00:00,-0.2006,0.2726,-0.2061,0.2319
2018-04-30 00:00:00,-0.0758,0.4362,-0.0334,0.4058
2018-05-01 00:00:00,-0.5213,0.5459,-0.4603,0.5044
2018-05-02 00:00:00,-0.31,0.5476,-0.1909,0.4978
2018-05-03 00:00:00,-1.0806,0.5952,-1.1569,0.5485
2018-05-04 00:00:00,-0.8758,0.5228,-0.8819,0.4946
2018-05-05 00:00:00,-1.1687,0.3014,-1.1978,0.2618
2018-05-06 00:00:00,-0.8264,0.322,-0.9991,0.2557
2018-05-07 00:00:00,-0.7637,0.5045,-0.7799,0.4286
2018-05-08 00:00:00,-0.9501,0.6087,-1.0097,0.5341
2018-05-09 00:00:00,-0.5402,0.5835,-0.5934,0.5231
2018-05-10 00:00:00,-0.9267,0.5843,-0.9446,0.5484
2018-05-11 00:00:00,-1.1858,0.5864,-1.1315,0.5358
2018-05-12 00:00:00,-1.0456,0.3352,-1.0658,0.308
2018-05-13 00:00:00,-0.6835,0.3008,-0.7103,0.2691
2018-05-14 00:00:00,-0.7688,0.5994,-0.7453,0.5416
2018-05-15 00:00:00,-0.6838,0.4997,-0.7497,0.4515
2018-05-16 00:00:00,-0.6072,0.5383,-0.5718,0.5031
2018-05-17 00:00:00,-0.9192,0.5644,-0.9124,0.5335
2018-05-18 00:00:00,-0.8029,0.4667,-0.7242,0.4378
2018-05-19 00:00:00,-0.9109,0.2733,-0.6577,0.2753
2018-05-20 00:00:00,-0.9989,0.2735,-1.0094,0.2397
2018-05-21 00:00:00,-0.5714,0.5101,-0.6115,0.4614
2018-05-22 00:00:00,-0.8331,0.4749,-0.8214,0.4297
2018-05-23 00:00:00,-0.8726,0.5903,-0.9207,0.5306
2018-05-24 00:00:00,-0.7775,0.5077,-0.7152,0.4477
2018-05-25 00:00:00,-0.8444,0.4978,-0.7185,0.4534
2018-05-26 00:00:00,-1.2436,0.3378,-1.0054,0.3057
2018-05-27 00:00:00,-0.6923,0.3337,-0.4535,0.3377
2018-05-28 00:00:00,-1.0543,0.6663,-0.9269,0.6182
2018-05-29 00:00:00,-1.2739,0.542,-1.1999,0.5114
2018-05-30 00:00:00,-1.4049,0.5732,-1.4456,0.5355
2018-05-31 00:00:00,-1.1215,0.5469,-1.1726,0.5154
2018-06-01 00:00:00,-0.9745,0.6235,-1.0184,0.5881
2018-06-02 00:00:00,-0.8858,0.6009,-0.8695,0.5824
2018-06-03 00:00:00,-0.0033,0.5294,0.3848,0.4393
2018-06-04 00:00:00,-0.5196,0.4689,-0.3075,0.4081
2018-06-05 00:00:00,-0.5013,0.416,-0.3045,0.3736
2018-06-06 00:00:00,-0.5657,0.5795,-0.542,0.5264
